peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
106.53,1.69,M,42,0,0,1,4,7,0,N,0,0,0
95.4,1.68,V,56,0,3,4,0,0,0,N,2,3,4
87.98,1.59,M,60,30,0,4,3,0,0,N,1,1,0
95.03,1.71,V,50,0,0,1,0,8,0,S,2,3,4
58.06,1.61,M,55,60,13,0,0,5,0,N,3,4,4
96.79,1.71,M,40,0,10,0,4,4,0,N,0,1,3
87.39,1.65,M,40,0,0,0,7,0,0,N,1,2,3
113.11,1.78,V,51,0,11,0,1,2,0,N,0,1,1
51.41,1.69,M,28,120,6,1,17,19,0,N,0,2,2
78.26,1.69,M,31,0,5,9,0,0,0,N,1,3,3
98.78,1.68,M,59,0,0,2,0,2,0,N,2,4,3
78.88,1.57,M,58,20,0,0,2,0,0,N,3,3,2
103.92,1.78,V,25,0,0,0,12,16,1,N,0,1,3
80.81,1.73,M,18,0,0,0,6,1,0,N,1,1,1
91.23,1.71,V,77,50,5,0,0,1,0,N,1,2,2
104.49,1.83,V,38,0,0,0,2,1,0,N,1,3,2
120.08,1.78,V,54,0,3,2,9,14,0,N,1,1,0
105.2,1.7,V,56,0,21,0,5,8,0,N,0,0,1
94.79,1.7,M,36,10,6,0,0,0,0,N,0,1,1
114.23,1.75,V,49,10,0,0,10,9,0,N,1,0,0
99.31,1.74,V,33,0,0,6,8,2,0,N,1,1,2
111,1.67,M,62,0,10,5,0,0,0,N,0,1,0
93.04,1.81,V,41,20,8,0,0,8,0,N,1,3,3
99,1.77,V,43,0,0,6,1,3,0,N,2,3,4
97.26,1.76,V,48,0,9,0,3,8,0,N,2,3,3
90.91,1.64,M,52,0,3,2,3,3,4,S,1,3,4
67.71,1.62,M,49,50,6,3,16,8,0,N,1,3,2
97.12,1.77,V,43,0,0,5,2,0,NA,N,1,3,4
95.34,1.66,M,41,0,0,1,3,3,0,N,0,2,1
87.86,1.72,M,34,20,0,0,0,5,0,N,3,2,1
94.79,1.76,V,43,0,0,7,0,0,0,N,1,3,1
100.76,1.75,V,33,0,3,0,20,21,0,N,2,2,2
95.08,1.7,V,54,0,0,0,5,0,0,N,3,3,3
75.3,1.79,V,18,0,5,2,4,0,0,N,2,3,4
50.2,1.67,V,18,60,0,0,0,1,0,N,2,3,3
107.18,1.76,V,55,0,0,0,0,7,2,N,1,4,4
114.09,1.84,V,66,0,0,0,0,0,0,N,4,4,4
76.92,1.64,M,40,10,0,0,0,0,0,N,1,4,4
96.49,1.77,V,20,0,0,0,6,6,0,N,1,1,2
94.22,1.62,M,64,0,0,1,0,0,0,N,2,2,4
103.82,1.75,M,60,0,0,1,6,1,0,N,2,3,3
98.81,1.76,V,33,0,7,0,0,4,0,N,1,1,2
103.55,1.73,V,55,0,11,0,0,3,1,N,1,2,3
77.46,1.64,M,31,0,3,0,0,4,0,N,2,2,4
67.75,1.72,V,18,0,0,1,0,7,1,N,4,4,4
69.82,1.72,V,47,120,0,4,23,8,0,N,0,0,1
65.98,1.69,M,18,0,8,0,0,0,0,N,1,3,3
67.71,1.62,M,35,0,21,4,0,0,0,N,2,3,2
107.09,1.72,M,34,0,0,2,0,3,0,N,1,0,0
98.47,1.73,V,55,0,0,6,0,0,0,N,3,4,4
105.35,1.75,M,61,0,1,1,10,4,0,N,2,4,3
77.51,1.82,V,28,60,0,0,0,2,0,S,1,1,1
75.43,1.7,V,18,30,5,1,4,9,0,N,1,1,2
70.76,1.81,V,22,0,13,0,1,5,0,N,4,4,4
75.52,1.6,M,22,0,0,0,8,9,0,N,1,1,1
100.59,1.71,V,49,40,7,4,10,11,0,N,1,0,0
79.69,1.69,M,30,0,0,0,0,1,0,N,2,3,4
110.71,1.84,V,42,40,0,0,12,10,0,N,0,0,0
110.07,1.68,M,47,0,5,0,22,17,7,N,1,2,3
93.78,1.72,V,29,0,0,0,22,20,0,N,2,2,1
115.6,1.7,M,73,0,0,1,0,6,0,N,1,2,2
83.3,1.75,V,27,0,4,0,0,0,0,N,1,2,3
82.05,1.74,M,34,0,13,2,4,0,1,N,2,2,4
107.78,1.74,V,47,0,0,1,10,3,0,N,1,1,0
80.69,1.64,M,58,50,0,0,11,0,4,N,2,3,1
68.63,1.72,M,18,0,8,4,18,14,0,N,2,4,4
98.73,1.67,M,42,0,0,4,6,4,0,N,1,2,0
92.56,1.65,M,54,0,0,3,0,7,0,N,2,4,3
74.23,1.64,M,39,70,2,5,0,0,0,N,0,0,1
86.07,1.64,M,34,10,0,0,1,1,0,S,0,1,1
89.19,1.71,M,46,10,2,5,12,0,0,N,2,3,3
93.71,1.67,V,73,60,0,7,0,0,0,N,1,2,1
91.66,1.63,M,56,0,0,0,25,12,0,N,1,3,3
88.14,1.7,M,29,0,0,0,0,2,0,N,0,1,2
66.67,1.71,V,40,100,5,0,20,15,7,N,1,2,2
91.77,1.59,M,41,0,0,2,10,8,4,N,2,2,1
70.63,1.73,M,22,0,0,1,1,0,0,N,3,3,4
101.32,1.68,M,54,0,15,4,0,2,0,N,0,1,1
111.56,1.67,V,56,0,0,6,1,2,0,N,0,0,0
78.08,1.6,M,18,0,0,0,14,14,0,N,1,2,2
75.14,1.65,M,34,0,0,0,0,0,0,S,2,4,4
96.28,1.74,M,34,0,0,0,0,0,0,N,1,2,0
86.35,1.63,M,26,0,3,1,0,0,0,N,0,0,0
78.18,1.68,V,31,0,2,0,16,12,2,N,2,4,4
102.36,1.72,M,67,0,0,7,0,0,0,N,3,4,4
100.21,1.74,V,38,0,0,4,4,0,0,N,1,1,1
99.91,1.74,V,46,0,7,3,6,4,0,N,1,3,1
111.84,1.7,M,49,10,0,0,25,7,0,N,0,1,0
107.77,1.77,V,51,20,7,0,20,12,0,N,1,1,3
52.02,1.7,M,57,170,0,3,0,1,0,N,1,2,2
97.96,1.69,M,41,0,6,0,12,7,0,N,0,1,0
71.83,1.73,V,22,0,0,5,0,0,0,N,2,4,4
53.36,1.65,M,28,30,27,0,0,0,7,N,3,4,4
98.36,1.58,M,69,0,14,0,5,3,0,N,0,1,2
103.49,1.79,V,40,0,7,3,0,8,0,S,1,2,2
78.28,1.61,M,38,0,3,9,10,0,0,N,2,3,2
86.11,1.76,V,41,0,4,0,6,1,0,N,1,4,4
57.03,1.78,V,32,70,0,0,15,0,0,N,1,3,4
85.5,1.6,M,24,0,0,5,16,14,0,N,0,2,1
84.76,1.63,M,36,0,13,4,6,3,0,N,1,1,2
126.74,1.78,V,65,0,0,0,1,8,NA,N,0,0,0
99.8,1.78,V,34,0,0,4,0,0,0,N,2,2,1
69.21,1.61,M,20,0,0,0,0,0,0,N,1,3,2
114.3,1.76,V,35,0,0,4,0,7,3,N,0,0,0
71.23,1.73,V,25,0,6,0,4,0,0,N,2,3,4
76.03,1.71,V,34,0,12,6,0,0,0,N,2,3,4
90.93,1.65,M,44,0,0,0,8,2,0,N,1,2,3
92.18,1.73,M,56,80,5,1,9,7,3,N,1,1,0
78.99,1.72,M,23,0,4,1,2,1,0,N,1,3,3
72.17,1.62,M,18,0,3,9,0,0,0,N,2,1,1
91.76,1.66,M,52,0,0,3,20,12,0,N,3,4,4
88.7,1.62,M,35,0,0,3,7,4,4,N,1,2,0
50.8,1.68,M,19,50,1,4,3,5,0,N,2,4,4
80.6,1.67,M,29,0,0,3,7,4,0,N,1,2,3
85.97,1.71,V,28,0,14,0,0,0,0,N,0,1,0
76.4,1.55,M,43,0,0,5,0,3,0,N,3,4,4
60.36,1.62,M,30,50,0,4,1,0,0,N,1,2,2
92.54,1.69,M,42,0,3,2,0,5,0,S,1,2,2
53.25,1.72,V,27,100,5,0,1,1,0,N,1,2,1
74.65,1.76,V,20,0,22,0,5,0,0,S,0,2,1
66.76,1.7,M,21,40,6,2,0,14,1,N,2,3,4
97.86,1.58,M,46,0,12,4,17,13,2,N,0,0,2
97.46,1.61,M,49,0,0,1,15,6,0,N,0,2,2
73.4,1.69,M,18,0,7,0,7,7,0,N,2,3,4
66.16,1.63,M,18,10,4,0,0,0,3,N,0,2,3
117.59,1.79,V,47,0,0,3,13,2,0,N,1,1,2
89.62,1.74,V,32,0,4,0,1,0,0,S,1,2,2
88.11,1.79,V,32,0,9,0,24,4,5,N,4,4,4
111.72,1.74,M,46,0,3,1,0,3,0,N,0,0,0
50.8,1.68,M,25,100,0,4,0,0,0,N,1,4,3
84.72,1.64,M,52,30,8,3,0,0,0,N,0,2,3
57.03,1.78,V,61,190,0,0,8,5,0,N,1,2,3
112.46,1.79,V,50,0,0,2,0,10,0,N,2,2,2
60.17,1.65,M,36,40,8,4,12,5,0,N,2,4,3
105.95,1.8,V,44,0,0,1,29,16,0,N,1,3,3
101.68,1.66,M,34,0,0,4,10,5,3,N,1,0,0
91.52,1.71,V,44,0,3,0,0,4,1,N,2,2,4
77.79,1.54,M,48,0,4,0,10,8,1,S,1,3,3
79.83,1.71,M,31,0,2,1,0,7,0,N,1,3,3
129.6,1.8,V,60,0,0,5,11,7,0,N,0,1,0
101.04,1.68,M,56,0,4,4,0,0,0,N,1,1,1
100.03,1.66,M,43,0,7,4,0,1,1,N,0,0,0
85.9,1.67,M,54,0,3,1,0,0,0,N,2,4,4
97.79,1.74,V,35,20,5,0,0,0,0,N,0,0,0
92.83,1.78,V,54,0,9,0,3,1,0,N,3,4,3
72.8,1.63,M,20,0,0,0,0,11,0,N,2,3,2
87.72,1.77,V,43,0,8,0,0,9,0,N,1,4,4
75.69,1.65,M,19,0,1,2,8,6,1,N,1,3,2
72.19,1.6,M,47,0,8,2,4,0,0,N,3,4,4
108.09,1.77,V,41,0,4,2,16,3,0,N,1,1,0
57.22,1.74,M,41,120,0,0,1,0,0,N,1,0,1
116.31,1.79,V,38,0,2,0,10,7,0,N,0,0,0
92.78,1.73,V,35,20,0,6,8,10,0,N,2,2,1
103.75,1.67,M,70,0,9,2,0,0,0,N,1,2,4
86.49,1.73,M,32,40,0,6,0,0,1,N,0,1,0
67.71,1.62,M,47,80,0,1,0,0,0,N,0,0,1
89.8,1.63,M,22,0,4,0,6,6,0,N,1,0,0
99.7,1.7,M,45,0,11,2,0,0,0,N,0,0,1
58.85,1.67,M,35,40,0,0,1,1,0,N,2,4,4
91.42,1.83,V,48,40,0,0,0,1,0,N,0,2,4
63.52,1.56,M,43,30,10,4,0,2,0,N,0,2,2
45.51,1.59,M,20,100,0,1,5,2,0,N,1,2,2
88.83,1.56,M,55,0,0,1,16,0,0,N,1,2,1
83.97,1.69,V,26,0,17,2,21,10,0,N,1,2,3
91.74,1.74,V,18,0,3,2,0,2,0,N,0,0,0
102.66,1.72,V,45,0,0,0,5,1,0,N,0,1,1
78.82,1.79,V,35,10,0,3,0,0,0,N,3,4,2
82.95,1.61,M,59,0,10,3,0,0,0,N,1,4,4
98.47,1.73,V,42,0,0,4,0,0,4,N,2,3,4
87.89,1.75,V,56,0,11,0,0,0,0,N,3,4,4
105.74,1.79,V,40,0,16,6,0,0,0,N,1,0,1
86.8,1.66,M,35,0,0,0,15,7,0,N,1,2,3
88.11,1.82,V,37,60,3,5,10,2,0,N,0,0,0
80.31,1.62,M,47,0,4,0,7,0,0,N,2,3,4
100.96,1.85,V,47,0,19,0,10,7,0,N,1,3,3
58.96,1.7,V,26,10,22,2,0,0,0,N,3,3,3
72.37,1.77,V,39,70,0,7,0,2,0,N,1,1,1
89.34,1.72,V,55,0,12,0,2,0,0,N,2,4,4
78.64,1.58,M,64,0,0,0,0,0,0,S,3,4,3
117.63,1.86,V,55,0,1,3,2,2,0,N,1,3,2
82.94,1.66,M,18,0,0,0,9,3,0,N,1,1,0
71.02,1.61,M,33,0,14,3,0,0,0,N,1,2,3
69.93,1.64,M,18,0,0,0,0,0,0,N,1,3,1
76.12,1.64,M,44,0,7,0,0,3,0,N,2,4,4
84.8,1.71,M,53,0,18,0,11,0,0,N,1,3,2
93.11,1.65,M,46,0,0,0,16,6,0,N,1,2,3
75.19,1.82,V,29,0,14,0,0,0,0,N,2,4,4
98.68,1.62,V,48,0,0,0,16,13,0,N,0,1,2
82.7,1.68,M,25,0,0,0,6,0,0,N,2,2,1
94.47,1.65,V,35,0,0,1,0,0,0,N,0,0,0
86.15,1.56,M,63,0,0,0,0,9,0,N,2,4,4
93.12,1.58,M,40,0,0,5,16,3,0,N,0,0,0
88.77,1.82,V,33,0,0,0,5,4,0,N,4,4,4
85.21,1.65,M,56,0,20,1,0,0,0,N,2,2,3
106.21,1.77,V,37,0,0,0,6,3,0,N,0,1,0
92.02,1.65,V,39,0,4,2,1,2,0,N,1,1,0
87.28,1.75,V,55,70,2,4,0,0,0,N,2,1,1
78.01,1.77,V,18,0,0,0,0,7,0,N,2,4,4
71.87,1.65,M,31,0,6,1,0,0,2,N,2,3,3
64.21,1.59,M,18,0,0,2,9,0,0,N,1,3,3
67.69,1.69,V,53,50,11,0,13,8,3,N,2,4,3
90.1,1.82,V,24,0,7,2,0,1,0,N,0,2,0
48.41,1.64,M,18,40,7,2,0,0,0,N,1,4,4
79.78,1.79,V,44,40,0,0,0,0,0,N,3,4,3
76.89,1.62,M,34,0,2,0,2,6,0,N,3,3,3
95.87,1.77,V,46,0,0,2,0,5,0,N,2,4,4
89.19,1.68,V,42,0,0,0,9,3,0,N,3,3,2
55.49,1.7,V,24,70,4,1,0,0,0,N,1,2,1
84.7,1.73,M,40,0,0,1,0,3,0,N,2,3,4
97.33,1.72,V,47,0,0,0,4,1,0,N,1,3,1
57.67,1.79,V,18,240,0,7,3,0,0,N,1,0,0
94.74,1.71,M,46,0,9,6,0,2,0,N,1,2,1
53.54,1.62,M,20,20,22,0,21,10,0,N,2,3,4
108.34,1.73,V,66,0,0,4,1,8,0,S,4,4,3
50.8,1.68,M,31,110,3,0,5,1,0,N,0,2,3
81.49,1.64,M,28,0,0,0,0,0,0,N,1,1,0
121.1,1.74,V,58,0,7,3,20,13,0,N,1,0,0
67.25,1.71,V,87,140,4,1,0,5,0,S,2,2,2
96.53,1.68,M,54,0,12,0,4,5,0,N,0,2,3
108.64,1.73,V,42,0,2,0,0,1,0,N,2,1,1
99.2,1.66,M,74,0,3,2,11,10,0,S,1,3,4
75.02,1.67,M,18,0,16,0,9,6,0,S,0,1,2
96.67,1.73,V,40,0,0,0,11,0,0,N,1,2,3
73.4,1.69,V,18,0,8,2,0,1,0,N,1,2,2
55.12,1.75,V,48,110,0,3,0,0,0,N,3,3,4
51.41,1.69,M,35,190,0,1,0,0,0,N,2,4,4
54.5,1.74,M,18,70,19,0,0,0,0,N,2,4,4
103.24,1.74,M,54,0,6,0,10,0,0,N,2,2,2
71.53,1.73,V,24,10,0,0,9,3,0,N,3,4,4
88.6,1.71,M,30,0,0,7,0,0,0,N,2,2,2
67.18,1.62,M,20,0,5,5,0,1,0,N,0,2,2
58.32,1.8,V,63,120,13,0,11,3,1,N,1,3,4
90.07,1.63,M,50,0,12,5,6,9,0,N,0,2,2
96.32,1.81,V,33,0,7,6,0,2,0,N,1,3,2
41.04,1.51,M,19,60,0,4,0,0,0,N,3,4,3
95.17,1.73,V,57,0,0,0,4,0,0,N,2,4,4
109.65,1.71,V,55,0,0,3,3,4,0,N,0,2,1
72.58,1.8,V,18,0,14,0,10,4,0,N,1,3,4
49,1.65,M,47,210,13,0,3,0,5,N,1,2,1
95.97,1.74,V,45,0,1,3,5,0,0,N,1,3,2
51.41,1.69,M,30,120,0,3,10,8,0,N,0,2,4
81.15,1.59,M,44,0,2,0,0,0,0,N,2,2,2
119.58,1.82,V,38,0,7,2,3,3,0,N,0,0,1
118.27,1.81,V,51,0,12,3,0,6,1,N,1,0,1
66.93,1.67,V,22,0,0,0,6,0,0,N,2,4,4
83.3,1.75,V,19,0,0,4,4,3,0,N,1,2,2
80.36,1.61,V,30,0,5,1,10,8,0,N,1,2,3
51.41,1.69,M,52,150,0,2,9,0,1,N,1,4,4
81.99,1.67,M,41,0,0,1,0,0,0,N,2,3,3
88.45,1.66,M,50,0,3,5,3,0,0,N,3,3,3
82.3,1.64,M,65,60,16,2,17,13,0,N,0,1,1
111.72,1.74,V,41,0,0,6,6,3,0,N,0,0,0
115.79,1.84,V,65,10,3,4,20,5,0,N,2,4,3
84.52,1.81,V,18,0,0,6,0,6,0,N,2,4,4
74.46,1.67,V,19,0,0,0,0,0,0,N,0,2,3
100.51,1.62,M,60,0,0,0,7,0,0,N,0,1,0
77.21,1.72,M,19,0,0,1,14,10,0,N,3,4,3
125.94,1.84,V,43,0,0,2,11,6,0,N,1,1,1
92.73,1.63,M,36,10,0,0,11,2,0,N,1,0,0
53.91,1.68,M,18,70,1,0,0,2,0,N,1,1,0
110.58,1.76,V,45,0,0,5,9,2,0,N,0,1,2
62.4,1.64,M,18,0,13,1,0,0,0,N,0,3,1
99.1,1.63,M,56,0,0,0,4,5,0,N,1,2,3
58.97,1.81,V,35,100,17,2,0,8,0,N,2,2,1
102.23,1.66,M,52,0,3,0,10,4,0,N,1,1,1
131.08,1.85,V,63,0,2,9,0,0,0,N,0,2,0
114.34,1.81,V,59,0,0,1,21,8,0,N,2,4,4
92.19,1.7,M,32,0,0,1,0,0,0,N,1,1,0
71.29,1.59,M,62,90,0,2,0,7,0,N,2,1,2
57.8,1.61,M,18,0,17,1,0,3,0,N,2,3,4
101.89,1.81,V,39,0,0,1,0,0,0,N,2,3,2
96.17,1.61,M,39,0,0,3,10,7,0,N,1,1,0
83.96,1.63,M,38,0,0,1,0,0,0,N,1,2,2
95.03,1.71,V,59,0,8,0,0,4,0,N,2,4,3
78.4,1.75,V,25,20,2,2,0,7,0,N,1,2,2
68.33,1.67,M,31,0,17,4,0,0,0,N,3,3,4
104.49,1.83,V,28,0,14,4,0,0,0,N,0,1,0
117.92,1.82,V,55,0,18,3,5,5,5,N,1,3,1
89.68,1.69,V,30,0,0,0,6,8,0,N,1,2,2
84.25,1.76,M,23,40,0,1,0,6,0,N,0,1,1
76.29,1.6,M,60,80,0,1,5,2,0,N,1,0,0
83.23,1.56,M,50,0,22,2,19,8,0,S,2,1,2
88.1,1.74,V,21,0,0,1,16,8,0,N,3,3,4
84.5,1.61,M,51,0,4,0,11,2,0,N,3,3,2
99.96,1.73,V,46,0,0,7,0,0,0,N,1,3,2
89.49,1.62,M,49,0,0,2,0,1,0,N,2,3,2
92.01,1.72,V,40,0,0,0,0,7,0,N,1,4,3
96.53,1.68,V,40,0,1,2,0,0,0,S,1,1,0
66.7,1.64,M,18,0,0,1,0,0,0,N,2,3,2
98.6,1.86,V,26,0,9,0,1,3,0,N,1,2,2
95.99,1.81,V,51,0,12,2,0,0,0,N,2,4,3
58.32,1.8,V,29,120,0,5,1,3,2,N,0,2,2
106.25,1.73,V,60,0,23,2,13,7,0,N,0,1,0
83.34,1.71,M,31,0,1,1,2,0,0,N,2,4,2
84.25,1.69,V,36,0,6,0,26,10,0,S,2,3,3
91.21,1.66,M,46,0,0,6,0,0,0,N,1,3,2
79.06,1.61,M,18,0,2,1,0,7,9,N,1,3,3
83.11,1.64,V,45,0,9,0,22,1,0,S,0,1,3
77.19,1.64,M,33,0,9,2,4,0,0,N,1,2,1
99.11,1.58,M,66,0,0,1,2,0,0,N,2,1,0
93.11,1.65,M,55,0,9,0,14,6,0,N,1,3,3
68.42,1.71,M,27,0,3,0,5,0,0,N,2,4,4
69.08,1.63,M,26,0,13,0,0,4,2,N,0,2,2
64.37,1.53,M,28,0,0,1,0,0,0,S,2,3,2
90.11,1.65,M,24,0,0,0,2,5,0,N,0,0,1
101.12,1.74,V,32,0,0,1,13,10,0,S,0,2,2
101.89,1.79,V,57,0,6,6,12,3,0,N,2,4,4
86.08,1.68,M,49,0,15,0,2,0,NA,N,1,2,4
109.51,1.68,M,52,0,2,4,0,1,0,N,1,0,0
99.2,1.66,M,41,0,5,0,0,2,0,N,1,0,1
97.57,1.73,V,43,20,0,1,10,1,0,N,1,1,0
77.42,1.62,M,18,0,0,0,18,17,0,S,1,2,0
64.92,1.68,M,25,30,0,3,0,8,0,N,2,4,2
89.24,1.59,M,56,0,0,5,9,6,4,N,1,3,4
110.64,1.68,M,61,0,0,6,6,0,0,N,1,1,0
57.03,1.78,V,18,100,0,0,5,0,0,N,2,2,2
79.83,1.71,V,18,0,11,1,11,6,0,N,1,2,0
91.58,1.73,V,41,0,10,5,0,4,0,N,2,2,3
91.32,1.79,V,61,60,0,0,9,2,0,N,2,2,2
100.4,1.67,M,41,0,0,3,0,4,0,N,0,0,0
93.42,1.68,M,19,0,0,1,11,5,0,N,1,1,0
116.32,1.8,V,39,0,6,0,6,6,2,N,0,0,1
68.89,1.66,V,19,0,0,2,5,5,0,N,2,3,4
82.94,1.66,V,52,0,2,1,12,0,0,N,3,4,4
122.5,1.75,V,67,0,1,0,10,5,0,N,1,1,2
94.48,1.62,M,54,0,0,0,5,2,0,N,1,2,2
112.47,1.77,V,32,0,0,0,0,3,0,S,0,0,0
108.84,1.83,V,54,0,0,2,0,0,0,N,1,3,4
76.12,1.64,M,44,20,0,4,0,0,0,N,2,4,4
78,1.64,M,19,0,15,6,0,2,0,N,0,0,0
53.87,1.73,M,45,120,0,6,12,5,0,N,4,4,3
67.65,1.83,V,29,30,26,3,20,26,0,N,3,4,4
87.86,1.7,V,22,0,3,0,4,0,0,N,0,0,0
79.31,1.68,M,18,0,6,5,0,4,0,N,1,1,1
91.01,1.59,M,72,0,0,0,0,0,0,N,2,4,4
96.71,1.63,M,43,0,2,4,0,4,0,N,1,1,1
85.83,1.7,M,26,0,0,0,0,0,0,N,1,2,0
106.4,1.68,M,67,0,0,0,3,11,0,N,2,3,1
56.18,1.53,M,24,40,0,1,19,12,0,N,1,2,3
121.43,1.86,V,59,0,0,0,2,0,1,N,2,3,2
64.73,1.56,M,40,70,0,0,0,0,0,N,0,0,0
78.73,1.62,M,51,0,17,0,12,1,0,N,1,2,2
84.77,1.74,V,82,100,1,0,16,4,0,N,1,3,4
92.04,1.74,V,50,0,0,4,1,0,0,N,2,4,3
104.91,1.7,V,56,0,10,0,10,2,0,N,2,1,2
74.34,1.76,V,24,0,11,0,9,10,0,N,3,4,3
72.42,1.65,M,41,60,0,5,0,1,0,N,1,1,1
93.55,1.74,V,46,0,18,3,0,0,0,N,0,2,2
92.95,1.74,V,24,0,6,4,0,1,0,N,0,1,2
48.41,1.64,M,34,110,26,4,21,6,2,N,1,2,2
71.89,1.72,V,31,60,0,0,8,4,0,N,0,1,0
98,1.75,V,48,40,0,1,6,6,0,N,0,0,0
109.39,1.69,M,47,0,0,0,11,0,0,N,0,0,0
75.95,1.61,M,34,0,0,5,10,0,0,N,2,3,4
86.97,1.75,V,36,0,9,0,13,2,0,S,1,3,4
69.97,1.65,M,57,110,0,3,13,12,0,N,0,1,1
112.63,1.74,V,64,0,0,2,6,2,0,N,2,2,0
64.35,1.68,M,43,20,17,0,0,0,0,N,2,4,4
70.54,1.74,V,30,0,17,3,0,0,0,N,2,3,4
79.7,1.83,V,27,0,0,2,0,0,0,N,2,4,4
101.57,1.79,V,43,0,21,0,0,1,0,S,1,0,2
85.73,1.5,M,57,0,0,5,0,0,0,N,2,1,0
54.5,1.74,V,32,130,0,0,0,0,0,N,3,4,4
98.26,1.7,M,45,0,2,0,22,10,3,N,3,2,4
78.72,1.85,V,41,50,0,0,0,1,3,N,3,3,2
78.38,1.63,M,27,0,7,5,0,0,3,S,1,2,1
85.97,1.71,V,28,0,3,0,0,0,0,N,1,2,2
83.43,1.72,V,60,60,15,5,8,0,2,N,0,1,1
78.07,1.71,V,41,30,0,0,5,0,0,N,1,2,3
58.69,1.66,M,18,0,20,0,3,1,0,N,2,3,4
83.46,1.6,M,44,0,5,7,0,0,0,N,1,3,3
112.46,1.79,V,33,0,0,5,0,0,0,S,0,0,0
54.5,1.74,V,42,120,6,1,9,3,0,N,1,2,2
89.04,1.84,V,18,0,11,0,20,11,7,N,3,4,4
97.72,1.82,V,30,0,13,0,19,9,4,N,1,3,3
123.75,1.77,V,60,0,5,0,9,0,0,N,0,1,0
76.33,1.66,M,25,0,4,1,2,4,0,N,1,2,4
100.53,1.69,M,35,0,0,0,6,8,0,N,1,1,0
83.23,1.7,V,41,20,0,0,9,3,0,N,1,2,2
89.52,1.67,M,45,20,1,1,8,0,0,N,1,2,1
97.96,1.71,V,57,20,0,3,0,3,0,N,2,2,2
108.09,1.77,V,31,0,0,0,3,0,0,N,0,1,0
56.55,1.69,M,24,60,4,1,1,0,0,S,1,2,2
79.93,1.75,V,43,70,0,10,3,2,NA,N,2,2,1
109.6,1.67,M,71,0,2,4,0,0,0,N,0,2,2
95.47,1.73,V,39,0,0,3,6,10,0,N,2,3,4
91.32,1.7,V,40,0,0,5,10,15,0,N,2,4,4
84.91,1.72,M,22,0,0,6,0,0,0,S,2,1,0
93.06,1.7,V,52,30,5,0,11,2,0,N,1,2,0
55.76,1.76,V,44,160,17,2,3,0,0,N,0,1,1
82.43,1.6,M,69,50,0,3,0,0,0,N,1,2,1
74.32,1.65,V,45,50,0,0,19,15,2,N,2,3,4
96.97,1.73,V,43,0,8,5,12,6,3,S,2,3,3
112.09,1.75,M,66,0,13,2,0,1,0,N,1,2,1
110.25,1.75,V,34,0,0,0,0,6,0,N,0,0,0
79.59,1.68,M,36,0,0,0,17,6,0,N,3,4,4
71.88,1.82,V,33,60,0,0,10,9,0,N,1,3,3
84.74,1.6,M,48,0,3,0,13,10,0,N,2,3,3
95.96,1.68,M,52,0,0,1,2,3,0,N,1,2,3
78.54,1.64,V,50,0,23,4,3,1,5,N,1,3,4
108.9,1.65,M,46,0,0,1,27,20,0,N,2,2,1
85.56,1.62,M,32,0,0,3,10,8,0,N,0,2,1
92.11,1.71,M,29,0,0,3,0,1,0,N,0,1,2
56.62,1.74,V,20,80,9,0,24,13,0,N,0,2,1
109.3,1.74,V,42,0,5,2,8,0,10,N,0,2,3
97.24,1.63,M,34,0,0,4,7,2,0,N,1,0,0
86.59,1.74,V,32,0,2,4,4,10,0,N,1,3,3
85.9,1.67,V,41,0,15,0,13,6,0,N,0,2,1
95.77,1.73,M,52,30,10,7,0,0,0,N,2,1,2
102.02,1.63,M,36,0,0,6,0,8,0,N,1,0,0
96.67,1.73,M,52,60,2,1,8,1,4,N,1,0,0
95.4,1.82,V,23,0,0,0,0,0,0,N,1,2,3
81.68,1.69,M,22,0,9,0,23,16,0,N,2,2,3
108.09,1.7,M,54,0,0,6,13,10,0,N,1,2,4
93.15,1.67,M,29,0,0,3,0,0,0,N,1,0,1
114.38,1.78,V,61,0,0,0,5,0,2,N,1,3,1
83.61,1.75,M,50,50,3,0,13,3,0,N,1,1,3
54.6,1.64,M,22,0,3,0,4,0,0,N,2,4,4
71.15,1.58,M,35,0,13,0,0,2,0,N,2,3,1
120.08,1.78,M,52,0,0,0,0,0,0,N,0,0,0
118.22,1.73,V,57,0,0,6,0,3,0,N,1,1,1
56.93,1.7,M,23,0,22,0,2,0,0,N,3,4,2
89.12,1.58,M,63,0,0,4,0,0,3,N,3,3,3
86.67,1.75,V,50,0,10,3,8,3,0,N,3,4,4
90.39,1.65,V,38,0,15,2,0,2,1,N,2,0,1
90.46,1.57,M,45,10,0,0,19,4,0,N,1,0,0
93.03,1.59,M,67,0,0,2,16,7,3,N,1,4,4
83.46,1.62,M,39,0,0,0,12,4,6,N,3,4,4
91.32,1.7,M,36,0,10,0,5,0,0,N,1,1,2
54.02,1.6,M,21,0,12,0,8,3,0,N,2,4,4
97.04,1.72,V,52,0,0,1,4,0,0,N,4,3,3
104.33,1.7,V,54,0,8,1,6,2,0,N,0,1,2
54.01,1.66,M,46,90,0,3,6,1,0,N,1,3,3
90.54,1.77,V,27,0,3,4,5,4,0,N,1,2,1
116.12,1.73,V,72,0,19,0,15,5,0,N,0,1,2
